user_id,movie_id,rating,title
2606799,126,1,Vampire Effect (aka Twins Effect)
908205,17,3,7 Seconds
1509395,58,3,Dragonheart
507603,14,1,Nature: Antarctica
2297136,33,1,Aqua Teen Hunger Force: Vol. 1
1272379,152,1,A Little Princess
1061195,168,4,Smokey and the Bandit Part 3
184705,105,5,Obsessed
2606799,89,3,Chain of Command
1556831,152,3,A Little Princess
786312,18,3,Immortal Beloved
1650301,25,2,Inspector Morse 31: Death Is Now My Neighbour
743633,55,4,Jade
2625420,152,2,A Little Princess
387418,165,2,Richard Pryor: Live on the Sunset Strip
1602153,28,3,Lilo and Stitch
3321,152,3,A Little Princess
2439493,149,1,The Edward R. Murrow Collection
1033930,83,4,Silkwood
2056022,3,2,Character
2297136,32,1,ABC Primetime: Mel Gibson's The Passion of the Christ
1166912,166,2,Fame
2237185,37,4,Zatoichi's Conspiracy
1707198,29,3,Boycott
2119007,89,1,Chain of Command
1061195,67,2,Vampire Journals
57633,117,5,Silk Stockings
2118461,167,4,The Chorus
2606799,145,2,Get Out Your Handkerchiefs
1792741,57,3,Richard III
2457095,44,3,Spitfire Grill
2119007,55,3,Jade
1639792,60,1,The Libertine
2119007,28,5,Lilo and Stitch
952156,83,4,Silkwood
2083367,96,3,Inside the Space Station
1710658,76,3,I Love Lucy: Season 2
2606799,30,4,Something's Gotta Give
1876520,142,1,The Tricky Master
595778,45,4,The Love Letter
1037245,55,4,Jade
1461435,45,1,The Love Letter
647979,79,4,The Killing
789014,58,3,Dragonheart
1852040,108,3,Spartan
883478,71,2,Maya Lin: A Strong Clear Vision
507603,89,1,Chain of Command
873713,132,5,Lucio Fulci: The Beyond
1314869,125,3,Nighthawks
1927580,90,3,The Lemon Drop Kid
303948,155,5,The Strongest Man in the World
2147527,25,2,Inspector Morse 31: Death Is Now My Neighbour
1114324,104,4,The Great Race
1033930,12,3,My Favorite Brunette
1470123,138,1,Star Trek: Voyager: Season 1
303948,135,4,GTO: Great Teacher Onizuka: Set 2
2606799,68,2,Invader Zim
507094,31,3,Classic Albums: Meat Loaf: Bat Out of Hell
1461435,29,1,Boycott
2083367,113,4,Bruce Lee: A Warrior's Journey
1664010,157,4,Laird: White Knuckle Extreme
1470123,12,1,My Favorite Brunette
2439493,129,1,Darkwolf
1556831,12,3,My Favorite Brunette
402266,15,3,Neil Diamond: Greatest Hits Live
1876520,23,1,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo
1819462,68,2,Invader Zim
504620,58,5,Dragonheart
1784150,167,1,The Chorus
1114324,118,2,Rambo: First Blood Part II
305344,33,1,Aqua Teen Hunger Force: Vol. 1
1509395,143,4,The Game
1314869,48,4,Justice League
1664010,79,5,The Killing
2150746,76,5,I Love Lucy: Season 2
1166912,136,2,Cat and the Canary
3321,48,4,Justice League
1461435,44,1,Spitfire Grill
1033930,16,3,Screamers
1299887,77,2,Congo
2118461,96,4,Inside the Space Station
1902838,152,2,A Little Princess
1935793,173,3,The Devil's Brigade
1852040,171,2,Funny Face
1061195,28,4,Lilo and Stitch
1114324,45,2,The Love Letter
1977959,108,2,Spartan
1037245,58,5,Dragonheart
1977959,55,2,Jade
1819462,166,1,Fame
387418,35,2,Ferngully 2: The Magical Rescue
908205,18,3,Immortal Beloved
1300759,109,3,No Way Back
1028463,122,3,Cube 2: Hypercube
1357209,146,2,Cannibal Women in the Avocado Jungle of Death
1146000,77,1,Congo
2147527,81,2,Antarctica: IMAX
2439493,49,1,Devo: The Complete Truth About De-evolution
2552319,19,3,By Dawn's Early Light
491531,162,2,John Cleese on How to Irritate People
319058,117,3,Silk Stockings
2256485,68,1,Invader Zim
1664010,111,5,Duplex (Widescreen)
1977959,166,4,Fame
1037245,24,4,My Bloody Valentine
1139570,48,2,Justice League
1673185,12,3,My Favorite Brunette
387418,5,1,The Rise and Fall of ECW
2147527,47,1,The Bad and the Beautiful
2625420,94,2,G3: Live in Concert
1029163,26,2,Never Die Alone
1563935,36,1,Lady Chatterley
74441,171,4,Funny Face
908205,16,2,Screamers
1515355,57,3,Richard III
1298511,148,1,Sweet November
1650301,154,2,Demon Warrior Koji
2040859,76,1,I Love Lucy: Season 2
1650301,88,1,Record of Lodoss War: Chronicles of the Heroic Knight
1563935,160,1,Gormenghast
1707198,125,3,Nighthawks
1461435,31,3,Classic Albums: Meat Loaf: Bat Out of Hell
1902838,57,3,Richard III
1061195,55,1,Jade
16272,148,3,Sweet November
2062350,77,4,Congo
1556831,116,1,Bear Cub
1902838,21,2,Strange Relations
1650301,108,2,Spartan
647979,148,2,Sweet November
2118461,22,3,Chump Change
503235,28,2,Lilo and Stitch
786312,56,3,Carandiru
2118461,168,4,Smokey and the Bandit Part 3
238740,76,3,I Love Lucy: Season 2
238740,117,4,Silk Stockings
1300759,156,4,Husbands and Wives
2143500,166,2,Fame
1612901,104,3,The Great Race
16272,48,2,Justice League
1663888,171,1,Funny Face
1664010,5,5,The Rise and Fall of ECW
2040859,163,1,MTV: Making the Band 2: Best of Season 1
1784150,173,5,The Devil's Brigade
1932594,168,2,Smokey and the Bandit Part 3
1903324,48,1,Justice League
1664010,118,5,Rambo: First Blood Part II
1166912,17,3,7 Seconds
1927580,63,2,Crash Dive
2118461,23,5,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo
530789,173,5,The Devil's Brigade
1061195,86,1,Iron Monkey 2
794999,47,5,The Bad and the Beautiful
2291306,143,2,The Game
387418,44,2,Spitfire Grill
2040859,108,4,Spartan
507603,171,1,Funny Face
1932594,63,2,Crash Dive
184705,53,3,The Bonesetter
1037245,97,3,Mostly Martha
647979,30,3,Something's Gotta Give
1114324,150,3,Firetrap
862596,111,3,Duplex (Widescreen)
2634967,67,1,Vampire Journals
2147527,69,2,WWE: Armageddon 2003
387418,32,1,ABC Primetime: Mel Gibson's The Passion of the Christ
74441,47,4,The Bad and the Beautiful
1673185,117,3,Silk Stockings
387418,149,1,The Edward R. Murrow Collection
684876,104,5,The Great Race
2118461,147,3,Where Sleeping Dogs Lie
387418,138,1,Star Trek: Voyager: Season 1
530789,48,3,Justice League
507094,37,4,Zatoichi's Conspiracy
1470123,77,5,Congo
507603,58,1,Dragonheart
2147527,68,1,Invader Zim
1556831,77,4,Congo
2118461,148,4,Sweet November
1403217,174,2,Adam-12: Season 1
1001129,17,2,7 Seconds
873713,9,1,Class of Nuke 'Em High 2
1664010,63,4,Crash Dive
2040859,106,1,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985
952156,48,2,Justice League
491531,19,2,By Dawn's Early Light
530789,50,5,A Yank in the R.A.F.
2083367,24,3,My Bloody Valentine
1556831,29,1,Boycott
2150746,79,3,The Killing
1650301,29,2,Boycott
952156,127,1,Fatal Beauty
2537543,52,1,The Weather Underground
1707198,57,3,Richard III
1673185,78,2,Jingle All the Way
386947,78,3,Jingle All the Way
2625420,173,1,The Devil's Brigade
727242,28,1,Lilo and Stitch
1650301,76,1,I Love Lucy: Season 2
2634967,142,1,The Tricky Master
1300759,171,4,Funny Face
2056022,23,2,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo
636262,92,1,ECW: Cyberslam '99
1470123,112,1,The Eye of Vichy
2606799,101,2,Complete Shamanic Princess
1927580,167,3,The Chorus
491531,104,2,The Great Race
1602153,55,2,Jade
1033930,106,3,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985
507094,8,5,What the #$*! Do We Know!?
1403217,132,1,Lucio Fulci: The Beyond
71594,156,2,Husbands and Wives
184705,17,3,7 Seconds
1461435,65,1,Lost in the Pershing Point Hotel
1403217,111,4,Duplex (Widescreen)
2625420,10,2,Fighter
1139570,165,2,Richard Pryor: Live on the Sunset Strip
305344,54,1,We're Not Married
1927580,25,5,Inspector Morse 31: Death Is Now My Neighbour
682963,50,4,A Yank in the R.A.F.
1314869,106,4,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985
491531,138,4,Star Trek: Voyager: Season 1
727242,79,1,The Killing
1707198,156,2,Husbands and Wives
716173,48,5,Justice League
2237185,19,3,By Dawn's Early Light
2056022,47,1,The Bad and the Beautiful
716173,29,4,Boycott
305344,75,1,Grind
1852040,127,1,Fatal Beauty
71594,136,3,Cat and the Canary
2118461,21,4,Strange Relations
1792741,103,2,Sanford and Son: Season 6
387418,125,2,Nighthawks
447759,32,5,ABC Primetime: Mel Gibson's The Passion of the Christ
2291306,4,1,Paula Abdul's Get Up & Dance
1114324,41,1,Horror Vision
57633,24,2,My Bloody Valentine
305344,170,1,Tomorrow
1556831,127,2,Fatal Beauty
1639792,39,1,Love Reinvented
752642,44,2,Spitfire Grill
1461435,4,1,Paula Abdul's Get Up & Dance
752642,1,3,Dinosaur Planet
786312,21,3,Strange Relations
1664010,65,3,Lost in the Pershing Point Hotel
16272,88,3,Record of Lodoss War: Chronicles of the Heroic Knight
794999,71,5,Maya Lin: A Strong Clear Vision
818752,110,3,Scandal
491531,53,2,The Bonesetter
184705,30,5,Something's Gotta Give
402266,90,3,The Lemon Drop Kid
1664010,110,5,Scandal
2143500,168,1,Smokey and the Bandit Part 3
1639792,134,1,Spirit Lost
2040859,115,1,Lord Peter Wimsey: Murder Must Advertise
1664010,141,3,Goddess of Mercy
504620,113,3,Bruce Lee: A Warrior's Journey
2606799,131,1,Arachnid
1357209,30,3,Something's Gotta Give
1139570,44,3,Spitfire Grill
2150746,166,4,Fame
636262,168,3,Smokey and the Bandit Part 3
1461435,3,1,Character
1664010,48,5,Justice League
1792741,44,5,Spitfire Grill
305344,26,1,Never Die Alone
1473980,175,3,Reservoir Dogs
1105029,3,3,Character
184705,165,3,Richard Pryor: Live on the Sunset Strip
387418,154,1,Demon Warrior Koji
1664010,88,4,Record of Lodoss War: Chronicles of the Heroic Knight
752642,66,1,Barbarian Queen 2
1298511,12,1,My Favorite Brunette
1166912,89,3,Chain of Command
1473980,155,2,The Strongest Man in the World
238740,18,4,Immortal Beloved
1977959,130,3,Drowning on Dry Land
2238060,88,3,Record of Lodoss War: Chronicles of the Heroic Knight
322009,104,3,The Great Race
387418,9,1,Class of Nuke 'Em High 2
2237185,75,3,Grind
2248080,16,3,Screamers
1461435,50,1,A Yank in the R.A.F.
2118461,42,3,Searching for Paradise
2248080,83,3,Silkwood
2315012,47,1,The Bad and the Beautiful
2237185,161,5,Ninotchka
57633,111,3,Duplex (Widescreen)
595778,131,2,Arachnid
1300759,77,4,Congo
386947,83,3,Silkwood
1806515,19,3,By Dawn's Early Light
1650301,48,2,Justice League
303948,73,4,Davy Crockett: 50th Anniversary Double Feature
1114324,116,1,Bear Cub
2056022,27,2,Sesame Street: Elmo's World: The Street We Live On
319058,30,4,Something's Gotta Give
1932594,48,2,Justice League
786312,44,4,Spitfire Grill
1650301,132,1,Lucio Fulci: The Beyond
1114324,123,3,Chain of Fools
1028463,6,1,Sick
1001129,84,3,The Powerpuff Girls Movie
2238060,52,4,The Weather Underground
1314869,169,3,Cartoon Network Halloween: 9 Creepy Cartoon Capers
386947,77,3,Congo
2439493,151,1,Sleepover Nightmare
530789,108,5,Spartan
2062350,35,4,Ferngully 2: The Magical Rescue
387418,73,1,Davy Crockett: 50th Anniversary Double Feature
1664010,32,5,ABC Primetime: Mel Gibson's The Passion of the Christ
2439493,113,1,Bruce Lee: A Warrior's Journey
2238060,81,2,Antarctica: IMAX
952156,47,3,The Bad and the Beautiful
1114324,140,1,Lost in the Wild
2056022,143,3,The Game
1710658,58,3,Dragonheart
503235,97,2,Mostly Martha
305344,173,3,The Devil's Brigade
71594,18,3,Immortal Beloved
3321,166,3,Fame
1110156,18,3,Immortal Beloved
1061195,143,1,The Game
1876520,89,1,Chain of Command
2118461,59,4,Sex and the Beauties
2118461,158,3,A Killer Within
2439493,10,1,Fighter
2238060,125,2,Nighthawks
1639792,131,1,Arachnid
2118461,173,4,The Devil's Brigade
1314869,58,3,Dragonheart
1114324,8,4,What the #$*! Do We Know!?
16272,67,2,Vampire Journals
1556831,90,4,The Lemon Drop Kid
1114324,137,1,Naked Lies
1792741,76,4,I Love Lucy: Season 2
798296,86,1,Iron Monkey 2
184705,138,3,Star Trek: Voyager: Season 1
1515355,114,5,Dominion Tank Police Part 1 & 2
789014,107,1,Magnolia: Bonus Material
883478,83,5,Silkwood
1806515,58,4,Dragonheart
16272,110,3,Scandal
2552319,101,1,Complete Shamanic Princess
873713,12,1,My Favorite Brunette
1664010,66,3,Barbarian Queen 2
319058,19,2,By Dawn's Early Light
2237185,125,3,Nighthawks
71594,55,2,Jade
789014,39,1,Love Reinvented
2083367,26,4,Never Die Alone
2119007,103,5,Sanford and Son: Season 6
2439493,168,2,Smokey and the Bandit Part 3
1001129,124,2,Cold Blooded
1927580,57,5,Richard III
883478,116,3,Bear Cub
752642,108,2,Spartan
752642,99,2,A Fishy Story
504620,160,1,Gormenghast
2297136,144,1,Deepak Chopra: The Way of the Wizard & Alchemy
2439493,170,1,Tomorrow
2291306,31,1,Classic Albums: Meat Loaf: Bat Out of Hell
2143500,80,2,Winter Kills
1461435,89,1,Chain of Command
2537543,23,5,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo
2238060,108,4,Spartan
1114324,26,4,Never Die Alone
684876,175,1,Reservoir Dogs
2248080,104,3,The Great Race
1300759,80,3,Winter Kills
2150746,18,5,Immortal Beloved
1664010,68,5,Invader Zim
1556831,68,1,Invader Zim
862596,25,1,Inspector Morse 31: Death Is Now My Neighbour
2143500,143,3,The Game
1664010,36,4,Lady Chatterley
722591,110,4,Scandal
1233297,104,3,The Great Race
387418,4,2,Paula Abdul's Get Up & Dance
908205,152,3,A Little Princess
952156,125,3,Nighthawks
786312,120,3,Plain Dirty
2248080,111,3,Duplex (Widescreen)
883478,145,3,Get Out Your Handkerchiefs
752642,57,3,Richard III
1028463,77,5,Congo
1663888,145,4,Get Out Your Handkerchiefs
1515355,85,5,Elfen Lied
1105029,76,5,I Love Lucy: Season 2
1602153,83,3,Silkwood
2040859,87,1,Louder Than Bombs
798296,101,1,Complete Shamanic Princess
794999,153,5,MTV Yoga
1314869,17,3,7 Seconds
2040859,33,1,Aqua Teen Hunger Force: Vol. 1
1707198,113,3,Bruce Lee: A Warrior's Journey
1563935,20,1,Seeta Aur Geeta
2457095,18,2,Immortal Beloved
1784150,131,3,Arachnid
1806515,7,1,8 Man
74441,28,3,Lilo and Stitch
503235,6,3,Sick
908205,122,3,Cube 2: Hypercube
2439493,175,1,Reservoir Dogs
319058,47,4,The Bad and the Beautiful
322009,108,4,Spartan
1110156,55,2,Jade
1272379,23,3,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo
1771252,105,3,Obsessed
1984086,171,5,Funny Face
1105029,52,4,The Weather Underground
1977959,156,4,Husbands and Wives
716173,18,5,Immortal Beloved
2143500,57,2,Richard III
1663888,83,5,Silkwood
1664010,114,5,Dominion Tank Police Part 1 & 2
2297136,138,5,Star Trek: Voyager: Season 1
2606799,116,2,Bear Cub
507094,171,4,Funny Face
743633,18,4,Immortal Beloved
2552319,36,3,Lady Chatterley
1602153,107,2,Magnolia: Bonus Material
1932594,26,3,Never Die Alone
1784150,5,2,The Rise and Fall of ECW
952156,18,3,Immortal Beloved
387418,78,2,Jingle All the Way
57633,83,4,Silkwood
1028463,133,1,Viva La Bam: Season 1
647979,143,3,The Game
1314869,43,4,Silent Service
2439493,145,1,Get Out Your Handkerchiefs
3321,156,1,Husbands and Wives
1664010,11,3,Full Frame: Documentary Shorts
2238060,79,5,The Killing
507603,15,1,Neil Diamond: Greatest Hits Live
1984086,146,2,Cannibal Women in the Avocado Jungle of Death
1470123,143,5,The Game
1806515,23,3,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo
2237185,83,4,Silkwood
2238060,124,4,Cold Blooded
503235,155,3,The Strongest Man in the World
2602249,118,3,Rambo: First Blood Part II
2256485,166,3,Fame
1663888,110,4,Scandal
1902838,18,3,Immortal Beloved
1299887,47,4,The Bad and the Beautiful
1771252,12,3,My Favorite Brunette
1403217,169,1,Cartoon Network Halloween: 9 Creepy Cartoon Capers
184705,57,3,Richard III
1876520,127,1,Fatal Beauty
57633,54,2,We're Not Married
2537543,10,1,Fighter
1357209,57,2,Richard III
769702,90,3,The Lemon Drop Kid
1299887,57,5,Richard III
1852040,163,1,MTV: Making the Band 2: Best of Season 1
1984086,45,4,The Love Letter
1037245,89,3,Chain of Command
1792741,149,3,The Edward R. Murrow Collection
147386,165,3,Richard Pryor: Live on the Sunset Strip
2297136,152,1,A Little Princess
1272379,36,1,Lady Chatterley
1061195,45,3,The Love Letter
1509395,122,2,Cube 2: Hypercube
305344,25,1,Inspector Morse 31: Death Is Now My Neighbour
386947,26,3,Never Die Alone
1612901,122,1,Cube 2: Hypercube
684876,90,4,The Lemon Drop Kid
2552319,27,2,Sesame Street: Elmo's World: The Street We Live On
1473980,26,4,Never Die Alone
1903324,111,4,Duplex (Widescreen)
2056022,129,2,Darkwolf
1639792,139,1,Allergies: A Natural Approach
1515355,48,4,Justice League
1272379,47,1,The Bad and the Beautiful
1935793,71,1,Maya Lin: A Strong Clear Vision
1927580,156,5,Husbands and Wives
16272,166,3,Fame
57633,77,3,Congo
1852040,166,2,Fame
1664010,44,5,Spitfire Grill
2256485,94,1,G3: Live in Concert
1932594,100,1,Sam the Iron Bridge
1664010,3,5,Character
789014,83,3,Silkwood
2552319,115,2,Lord Peter Wimsey: Murder Must Advertise
1664010,62,5,Ken Burns' America: Empire of the Air
1664010,150,4,Firetrap
1028463,83,3,Silkwood
1461435,84,1,The Powerpuff Girls Movie
402266,143,3,The Game
1977959,171,3,Funny Face
1029163,8,2,What the #$*! Do We Know!?
2248080,143,3,The Game
769702,157,1,Laird: White Knuckle Extreme
1461435,118,1,Rambo: First Blood Part II
798296,153,1,MTV Yoga
1852040,111,3,Duplex (Widescreen)
789014,95,1,Dona Herlinda and Her Son
1935793,1,1,Dinosaur Planet
303948,174,3,Adam-12: Season 1
